phase,category,question,template_id,generated_cypher,answer,if_correct
Phase 2,3-Hop Queries,Find reactions that use outputs from pathway path:ath00280,CUSTOM,"MATCH (p:Pathway {id: 'path:ath00280'})-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(r:Reaction)
RETURN DISTINCT r","[{'r': {'equation': 'C00349 + C00010 + C00003 <=> C00100 + C00011 + C00004 + C00080', 'link': 'https://rest.kegg.jp/get/R00922', 'name': '2-methyl-3-oxopropanoate:NAD+ oxidoreductase (CoA-propanoylating)', 'definition': '2-Methyl-3-oxopropanoate + CoA + NAD+ <=> Propanoyl-CoA + CO2 + NADH + H+', 'id': 'R00922'}}, {'r': {'equation': 'C00013 + C00001 <=> 2 C00009', 'name': 'diphosphate phosphohydrolase;', 'link': 'https://rest.kegg.jp/get/rn:R00004', 'definition': 'Diphosphate + H2O <=> 2 Orthophosphate', 'id': 'rn:R00004'}}, {'r': {'equation': 'C15790 + C00007 + C00030 <=> C15791 + C00001 + C00028', 'link': 'https://rest.kegg.jp/get/R07431', 'name': '6-deoxo-cathasterone:brassinosteroid C23alpha-hydroxylase', 'definition': 'Cathasterone + Oxygen + Reduced acceptor <=> Teasterone + H2O + Acceptor', 'id': 'R07431'}}, {'r': {'equation': 'C00233 + C00068 <=> C15974 + C00011', 'link': 'https://rest.kegg.jp/get/R07601', 'definition': '4-Methyl-2-oxopentanoate + Thiamin diphosphate <=> 3-Methy",1
Phase 2,3-Hop Queries,Get subsequent reactions after TCA cycle,CUSTOM,"MATCH (p:Pathway {title: 'TCA cycle'})-[:CONTAINS]->(r1:Reaction)-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction)
WHERE NOT (p)-[:CONTAINS]->(r2)
RETURN DISTINCT r2",[],0
Phase 2,3-Hop Queries,Which reactions consume products from pathway path:gmx00603?,CUSTOM,"MATCH (p:Pathway {id: 'path:gmx00603'})-[:CONTAINS]->(r1:Reaction)-[:PRODUCES]->(c:Compound)<-[:SUBSTRATE_OF]-(r2:Reaction)
RETURN r2",[],1
Phase 2,3-Hop Queries,List reactions following fatty acid biosynthesis,CUSTOM,"MATCH (p:Pathway)-[:CONTAINS]->(r:Reaction)
WHERE toLower(p.title) CONTAINS 'fatty acid biosynthesis'
RETURN r","[{'r': {'equation': 'C04688 <=> C05760 + C00001', 'link': 'https://rest.kegg.jp/get/R04568', 'name': '(3R)-3-hydroxytetradecanoyl-[acyl-carrier-protein] hydro-lyase', 'definition': '(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein] <=> trans-Tetradec-2-enoyl-[acp] + H2O', 'id': 'R04568'}}, {'r': {'equation': 'C00173 + C00006 <=> C00693 + C00005 + C00080', 'link': 'https://rest.kegg.jp/get/R01404', 'name': 'acyl-[acyl-carrier protein]:NADP+ oxidoreductase', 'definition': 'Acyl-[acyl-carrier protein] + NADP+ <=> trans-2,3-Dehydroacyl-[acyl-carrier protein] + NADPH + H+', 'id': 'R01404'}}, {'r': {'equation': 'C00173 + C00003 <=> C00693 + C00004 + C00080', 'link': 'https://rest.kegg.jp/get/R01403', 'name': 'acyl-[acyl-carrier-protein]:NAD+ oxidoreductase', 'definition': 'Acyl-[acyl-carrier protein] + NAD+ <=> trans-2,3-Dehydroacyl-[acyl-carrier protein] + NADH + H+', 'id': 'R01403'}}, {'r': {'equation': 'C00002 + C00638 + C00010 <=> C00020 + C00013 + C02843', 'link': 'https://rest.kegg.jp",1
Phase 2,3-Hop Queries,What reactions are two steps downstream from compound C01181?,CUSTOM,"MATCH (c1:Compound {id: 'C01181'})-[:SUBSTRATE_OF]->(r1:Reaction)-[:PRODUCES]->(c2:Compound)-[:SUBSTRATE_OF]->(r2:Reaction)
RETURN r2",[],1
Phase 2,3-Hop Queries,Show reactions in the second step after using R06870,T032,MATCH (r1:Reaction {id: 'R06870'})-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN r2,"[{'r2': {'equation': 'C00002 + C00189 <=> C00008 + C00346', 'link': 'https://rest.kegg.jp/get/rn:R01468', 'name': 'ATP:ethanolamine O-phosphotransferase', 'definition': 'ATP + Ethanolamine <=> ADP + Ethanolamine phosphate', 'id': 'rn:R01468'}}, {'r2': {'equation': 'C00002 + C00189 <=> C00008 + C00346', 'link': 'https://rest.kegg.jp/get/R01468', 'name': 'ATP:ethanolamine O-phosphotransferase', 'definition': 'ATP + Ethanolamine <=> ADP + Ethanolamine phosphate', 'id': 'R01468'}}]",1
Phase 2,3-Hop Queries,Find reactions two hops away from compound C00422,CUSTOM,MATCH (c:Compound {id: 'C00422'})-[:SUBSTRATE_OF|PRODUCES]->(r1:Reaction)-[:PRODUCES|SUBSTRATE_OF]->(c2:Compound)-[:SUBSTRATE_OF|PRODUCES]->(r2:Reaction) RETURN DISTINCT r2,"[{'r2': {'equation': 'C00040 + C04233 <=> C00010 + C00157', 'link': 'https://rest.kegg.jp/get/rn:R01319', 'name': 'acyl-CoA:2-acyl-sn-glycero-3-phosphocholine O-acyltransferase', 'definition': 'Acyl-CoA + 2-Acyl-sn-glycero-3-phosphocholine <=> CoA + Phosphatidylcholine', 'id': 'rn:R01319'}}, {'r2': {'equation': 'C00040 + C03974 <=> C00010 + C00416', 'link': 'https://rest.kegg.jp/get/rn:R02242', 'name': 'acyl-CoA:2-acyl-sn-glycerol-3-phosphate O-acyltransferase', 'definition': 'Acyl-CoA + 2-Acyl-sn-glycerol 3-phosphate <=> CoA + Phosphatidate', 'id': 'rn:R02242'}}, {'r2': {'equation': 'C00040 + C00001 <=> C00010 + C00060', 'name': 'acyl-CoA hydrolase', 'link': 'https://rest.kegg.jp/get/rn:R00383', 'definition': 'Acyl-CoA + H2O <=> CoA + Carboxylate', 'id': 'rn:R00383'}}, {'r2': {'equation': 'C00040 + C00339 <=> C00010 + C02434', 'link': 'https://rest.kegg.jp/get/rn:R01999', 'name': 'acyl-CoA:long-chain-alcohol O-acyltransferase', 'definition': 'Acyl-CoA + Long-chain alcohol <=> CoA + Lo",1
Phase 2,3-Hop Queries,Get second-level reactions from R06871,T032,MATCH (r1:Reaction {id: 'R06871'})-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN r2,"[{'r2': {'equation': 'C00002 + C00114 <=> C00008 + C00588', 'name': 'ATP:choline phosphotransferase', 'link': 'https://rest.kegg.jp/get/rn:R01021', 'definition': 'ATP + Choline <=> ADP + Choline phosphate', 'id': 'rn:R01021'}}, {'r2': {'equation': 'C00002 + C00114 <=> C00008 + C00588', 'name': 'ATP:choline phosphotransferase', 'link': 'https://rest.kegg.jp/get/R01021', 'definition': 'ATP + Choline <=> ADP + Choline phosphate', 'id': 'R01021'}}]",1
Phase 2,3-Hop Queries,Which reactions are reached through two conversions from R10826?,CUSTOM,"MATCH (r1:Reaction {id: 'R10826'})-[:PRODUCES]->(c1:Compound)-[:SUBSTRATE_OF]->(r2:Reaction)-[:PRODUCES]->(c2:Compound)-[:SUBSTRATE_OF]->(r3:Reaction)
RETURN DISTINCT r3","[{'r3': {'equation': 'C06000 + C00001 <=> C00010 + C06001', 'link': 'https://rest.kegg.jp/get/R05064', 'name': '(S)-3-hydroxyisobutyryl-CoA hydrolase', 'definition': '(S)-3-Hydroxyisobutyryl-CoA + H2O <=> CoA + (S)-3-Hydroxyisobutyrate', 'id': 'R05064'}}, {'r3': {'equation': 'C00588 + C00001 <=> C00114 + C00009', 'name': 'phosphocholine phosphohydrolase', 'link': 'https://rest.kegg.jp/get/R06871', 'definition': 'Choline phosphate + H2O <=> Choline + Orthophosphate', 'id': 'R06871'}}, {'r3': {'equation': 'C00346 + C00001 <=> C00189 + C00009', 'name': 'phosphoethanolamine phosphohydrolase', 'link': 'https://rest.kegg.jp/get/R06870', 'definition': 'Ethanolamine phosphate + H2O <=> Ethanolamine + Orthophosphate', 'id': 'R06870'}}, {'r3': {'equation': 'C00013 + C00001 <=> 2 C00009', 'name': 'diphosphate phosphohydrolase;', 'link': 'https://rest.kegg.jp/get/rn:R00004', 'definition': 'Diphosphate + H2O <=> 2 Orthophosphate', 'id': 'rn:R00004'}}, {'r3': {'equation': 'C22418 + C00001 <=> C22409",1
Phase 2,3-Hop Queries,List reactions two steps after R03777,CUSTOM,MATCH (r0:Reaction {id: 'R03777'})-[:PRODUCES]->(c1:Compound)-[:SUBSTRATE_OF]->(r1:Reaction)-[:PRODUCES]->(c2:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) RETURN DISTINCT r2,[],1
Phase 2,3-Hop Queries,Which pathways is gene gmx:100217331 involved in?,T056,MATCH (g:Gene {id: 'gmx:100217331'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN DISTINCT p,"[{'p': {'image': 'prokaryotic_galactolipid_sulfolipid_phospholipid_synthesis', 'species': 'ATH', 'link': 'https://fatplants.net/aralip-menu/pathway/4', 'source': 'ARALIP', 'id': 'aralip_4', 'title': 'Prokaryotic Galactolipid, Sulfolipid, & Phospholipid Synthesis 1'}}, {'p': {'image': 'fatty_acid_elongation_desaturation_export_from_plastid', 'species': 'ATH', 'link': 'https://fatplants.net/aralip-menu/pathway/3', 'source': 'ARALIP', 'id': 'aralip_3', 'title': 'Fatty Acid Elongation, Desaturation & Export From Plastid'}}, {'p': {'image': 'fatty_acid_synthesis', 'species': 'ATH', 'link': 'https://fatplants.net/aralip-menu/pathway/2', 'source': 'ARALIP', 'id': 'aralip_2', 'title': 'Fatty Acid Synthesis'}}, {'p': {'image': 'https://www.kegg.jp/kegg/pathway/ats/ats00061.png', 'species': 'ATS', 'link': 'https://www.kegg.jp/kegg-bin/show_pathway?ats00061', 'id': 'path:ats00061', 'source': 'KEGG', 'title': 'Fatty acid biosynthesis'}}, {'p': {'image': 'https://www.kegg.jp/kegg/pathway/csat/csat0",1
Phase 2,3-Hop Queries,Show pathways for gene ats:109745953 through ortholog,T057,MATCH (g:Gene {id: 'ats:109745953'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES]->(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN DISTINCT p,[],1
Phase 2,3-Hop Queries,Find pathways connected to gene gmx:100037478,T056,MATCH (g:Gene {id: 'gmx:100037478'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN DISTINCT p,"[{'p': {'image': 'prokaryotic_galactolipid_sulfolipid_phospholipid_synthesis', 'species': 'ATH', 'link': 'https://fatplants.net/aralip-menu/pathway/4', 'source': 'ARALIP', 'id': 'aralip_4', 'title': 'Prokaryotic Galactolipid, Sulfolipid, & Phospholipid Synthesis 1'}}, {'p': {'image': 'fatty_acid_elongation_desaturation_export_from_plastid', 'species': 'ATH', 'link': 'https://fatplants.net/aralip-menu/pathway/3', 'source': 'ARALIP', 'id': 'aralip_3', 'title': 'Fatty Acid Elongation, Desaturation & Export From Plastid'}}, {'p': {'image': 'fatty_acid_synthesis', 'species': 'ATH', 'link': 'https://fatplants.net/aralip-menu/pathway/2', 'source': 'ARALIP', 'id': 'aralip_2', 'title': 'Fatty Acid Synthesis'}}, {'p': {'image': 'https://www.kegg.jp/kegg/pathway/ats/ats00061.png', 'species': 'ATS', 'link': 'https://www.kegg.jp/kegg-bin/show_pathway?ats00061', 'id': 'path:ats00061', 'source': 'KEGG', 'title': 'Fatty acid biosynthesis'}}, {'p': {'image': 'https://www.kegg.jp/kegg/pathway/csat/csat0",1
Phase 2,3-Hop Queries,Get pathways that gene ath:AT1G01040 participates in,T056,MATCH (g:Gene {id: 'ath:AT1G01040'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN DISTINCT p,[],1
Phase 2,3-Hop Queries,Which pathways involve gene ath:AT1G01050?,T056,MATCH (g:Gene {id: 'ath:AT1G01050'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN DISTINCT p,"[{'p': {'image': 'triacylglycerol_biosynthesis', 'species': 'ATH', 'link': 'https://fatplants.net/aralip-menu/pathway/7', 'id': 'aralip_7', 'source': 'ARALIP', 'title': 'Triacylglycerol Biosynthesis'}}]",1
Phase 2,3-Hop Queries,List pathways for gene ats:109733199 via ortholog,T057,MATCH (g:Gene {id: 'ats:109733199'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES]->(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN DISTINCT p,[],1
Phase 2,3-Hop Queries,Which pathways does gene ats:109761713 affect through enzymes?,T056,MATCH (g:Gene {id: 'ats:109761713'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN DISTINCT p,[],1
Phase 2,3-Hop Queries,Show pathways for gene ath:AT1G54220 via encoded EC,T056,MATCH (g:Gene {id: 'ath:AT1G54220'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN DISTINCT p,"[{'p': {'image': 'fatty_acid_synthesis', 'species': 'ATH', 'link': 'https://fatplants.net/aralip-menu/pathway/2', 'source': 'ARALIP', 'id': 'aralip_2', 'title': 'Fatty Acid Synthesis'}}]",1
Phase 2,3-Hop Queries,Find pathways influenced by gene ath:AT2G06990,T056,MATCH (g:Gene {id: 'ath:AT2G06990'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN DISTINCT p,[],1
Phase 2,3-Hop Queries,Get pathways connected to gene ath:AT5G61540 through enzymes,T056,MATCH (g:Gene {id: 'ath:AT5G61540'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN DISTINCT p,[],1
Phase 2,3-Hop Queries,Which pathways involve gene gmx:100217331 via EC numbers?,T056,MATCH (g:Gene {id: 'gmx:100217331'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN DISTINCT p,"[{'p': {'image': 'prokaryotic_galactolipid_sulfolipid_phospholipid_synthesis', 'species': 'ATH', 'link': 'https://fatplants.net/aralip-menu/pathway/4', 'source': 'ARALIP', 'id': 'aralip_4', 'title': 'Prokaryotic Galactolipid, Sulfolipid, & Phospholipid Synthesis 1'}}, {'p': {'image': 'fatty_acid_elongation_desaturation_export_from_plastid', 'species': 'ATH', 'link': 'https://fatplants.net/aralip-menu/pathway/3', 'source': 'ARALIP', 'id': 'aralip_3', 'title': 'Fatty Acid Elongation, Desaturation & Export From Plastid'}}, {'p': {'image': 'fatty_acid_synthesis', 'species': 'ATH', 'link': 'https://fatplants.net/aralip-menu/pathway/2', 'source': 'ARALIP', 'id': 'aralip_2', 'title': 'Fatty Acid Synthesis'}}, {'p': {'image': 'https://www.kegg.jp/kegg/pathway/ats/ats00061.png', 'species': 'ATS', 'link': 'https://www.kegg.jp/kegg-bin/show_pathway?ats00061', 'id': 'path:ats00061', 'source': 'KEGG', 'title': 'Fatty acid biosynthesis'}}, {'p': {'image': 'https://www.kegg.jp/kegg/pathway/csat/csat0",1
Phase 2,3-Hop Queries,List pathways for gene ats:109745953 through enzymes,T056,MATCH (g:Gene {id: 'ats:109745953'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN DISTINCT p,[],1
Phase 2,Variable-Length Paths,How is  EC:1.3.1.21 connected to EC:1.3.1.21?,CUSTOM,"MATCH p=(e:EC {id: 'EC:1.3.1.21'})-[:CATALYZES]->(r1:Reaction)-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction)-[:CATALYZES]->(e2:EC {id: 'EC:1.3.1.21'}) 
RETURN p",[],1
Phase 2,Variable-Length Paths,Show pathways between path:ath00603 and path:ath00603,T002,MATCH (n:Pathway {id: 'path:ath00603'}) RETURN n,['path:ath00603'],1
Phase 2,Variable-Length Paths,Find conversion routes from C00035 to C00037,T070,MATCH p=shortestPath((c1:Compound {id: 'C00035'})-[*]-(c2:Compound {id: 'C00037'})) RETURN p,[],1
Phase 2,Variable-Length Paths,Get paths connecting C00041 to C00043,T070,MATCH p=shortestPath((c1:Compound {id: 'C00041'})-[*]-(c2:Compound {id: 'C00043'})) RETURN p,"[{'p': [{'names': ['L-Alanine', 'L-2-Aminopropionic acid', 'L-alpha-Alanine'], 'name': 'L-Alanine', 'link': 'https://rest.kegg.jp/get/C00041', 'formula': 'C3H7NO2', 'id': 'C00041', 'exact_mass': '89.0477'}, 'PRODUCES', {'equation': 'C01205 + C00022 <=> C00349 + C00041', 'link': 'https://rest.kegg.jp/get/R02050', 'name': '(R)-3-amino-2-methylpropanoate:pyruvate aminotransferase', 'definition': '(R)-3-Amino-2-methylpropanoate + Pyruvate <=> 2-Methyl-3-oxopropanoate + L-Alanine', 'id': 'R02050'}, 'CONTAINS', {'image': 'https://www.kegg.jp/kegg/pathway/ats/ats00280.png', 'species': 'ATS', 'link': 'https://www.kegg.jp/kegg-bin/show_pathway?ats00280', 'source': 'KEGG', 'id': 'path:ats00280', 'title': 'Valine, leucine and isoleucine degradation'}, 'CONTAINS', {'equation': 'C04405 <=> C03345 + C00001', 'link': 'https://rest.kegg.jp/get/R04204', 'name': '(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA hydro-liase', 'definition': '(2S,3S)-3-Hydroxy-2-methylbutanoyl-CoA <=> 2-Methylbut-2-enoyl-CoA + H2O',",1
Phase 2,Variable-Length Paths,Which reactions link C00041 to C00043?,CUSTOM,MATCH (c1:Compound {id: 'C00041'})-[:SUBSTRATE_OF]->(r:Reaction)-[:PRODUCES]->(c2:Compound {id: 'C00043'}) RETURN r,[],1
Phase 2,Variable-Length Paths,Show metabolic route from C00058 to C00062,T070,MATCH p=shortestPath((c1:Compound {id: 'C00058'})-[*]-(c2:Compound {id: 'C00062'})) RETURN p,[],1
Phase 2,Variable-Length Paths,What's the shortest connection between gene path:ats01040 and pathway path:ats01040?,T071,MATCH p=shortestPath((g:Gene {id: 'path:ats01040'})-[*]-(path:Pathway {id: 'path:ats01040'})) RETURN p,[],1
Phase 2,Variable-Length Paths,Find shortest path from compound EC:1.13.11.33 to enzyme EC:1.13.11.33,CUSTOM,MATCH p=shortestPath((c:Compound {id: 'EC:1.13.11.33'})-[*]-(e:EC {id: 'EC:1.13.11.33'})) RETURN p,[],1
Phase 2,Variable-Length Paths,Get shortest connection between path:gmx00280 and pathway path:gmx00280,CUSTOM,"MATCH (o:Pathway {id: 'path:gmx00280'}), (p:Pathway {id: 'path:gmx00280'})
MATCH sp=shortestPath((o)-[*]-(p))
RETURN sp",[],1
Phase 2,Variable-Length Paths,What's the closest path from enzyme EC:6.4.1.2 to compound EC:6.4.1.2?,CUSTOM,MATCH p=shortestPath((e:EC {id: 'EC:6.4.1.2'})-[*]-(c:Compound {id: 'EC:6.4.1.2'})) RETURN p,[],1
Phase 2,Variable-Length Paths,Find minimum hops from gene ath:AT1G01040 to reaction ath:AT1G01040,CUSTOM,MATCH p=shortestPath((g:Gene {id: 'ath:AT1G01040'})-[*]-(r:Reaction {id: 'ath:AT1G01040'})) RETURN p,[],1
Phase 2,Variable-Length Paths,What is within 2 steps of gene ath:AT1G01050?,CUSTOM,MATCH (g:Gene {id: 'ath:AT1G01050'})-[:*1..2]-(n) RETURN DISTINCT n,[],1
Phase 2,Variable-Length Paths,Show all entities within 2 hops of compound C00052,CUSTOM,MATCH (c:Compound {id: 'C00052'})-[:*1..2]-(n) RETURN DISTINCT n,[],1
Phase 2,Variable-Length Paths,Find everything connected within 2 steps of pathway path:gmx00061,CUSTOM,MATCH (p:Pathway {id: 'path:gmx00061'})-[:*1..2]-(n) WHERE n <> p RETURN DISTINCT n,[],1
Phase 2,Variable-Length Paths,Get neighbors within 2 hops of enzyme EC:2.3.1.199,CUSTOM,MATCH (e:EC {id: 'EC:2.3.1.199'})-[:*1..2]-(n) WHERE n <> e RETURN DISTINCT n,[],1
Phase 2,Variable-Length Paths,Which entities are 2 steps from reaction R04957?,CUSTOM,MATCH (r:Reaction {id:'R04957'})-[*2]-(x) RETURN DISTINCT x,"[{'x': {'equation': 'C05262 + C00003 <=> C05263 + C00004 + C00080', 'link': 'https://rest.kegg.jp/get/R04741', 'name': '(S)-3-hydroxydodecanoyl-CoA:NAD+ oxidoreductase', 'definition': '(S)-3-Hydroxydodecanoyl-CoA + NAD+ <=> 3-Oxododecanoyl-CoA + NADH + H+', 'id': 'R04741'}}, {'x': {'name': 'ko:K10247 ko:K10249', 'id': 'path:ats01212_354', 'type': 'ortholog'}}, {'x': {'name': 'ko:K10249', 'id': 'path:ats01212_345', 'type': 'ortholog'}}, {'x': {'name': 'ko:K10247 ko:K10246', 'id': 'path:ats01212_336', 'type': 'ortholog'}}, {'x': {'name': 'ko:K10205 ko:K10245 ko:K10246', 'id': 'path:ats01212_251', 'type': 'ortholog'}}, {'x': {'name': 'ko:K10205 ko:K10244 ko:K10245 ko:K10246', 'id': 'path:ats01212_243', 'type': 'ortholog'}}, {'x': {'name': 'ko:K10244 ko:K10245 ko:K10246', 'id': 'path:ats01212_225', 'type': 'ortholog'}}, {'x': {'name': 'ko:K10244 ko:K10250', 'id': 'path:ats01212_215', 'type': 'ortholog'}}, {'x': {'name': 'ko:K10244', 'id': 'path:ats01212_199', 'type': 'ortholog'}}, {'x': {'",1
Phase 2,Variable-Length Paths,List all nodes within 2 hops of ortholog K10246,,,[],1
Phase 2,Variable-Length Paths,Show the metabolic cascade starting from compound C06157,CUSTOM,MATCH p=(c:Compound {id:'C06157'})-[:SUBSTRATE_OF*]->(r:Reaction)-[:PRODUCES*]->(c2:Compound) RETURN p,[],1
Phase 2,Variable-Length Paths,What happens downstream from C00024?,T030,MATCH (c1:Compound {id: 'C00024'})-[:SUBSTRATE_OF]->(r:Reaction)-[:PRODUCES]->(c2:Compound) RETURN c2,"[{'c2': {'names': ['Acetate', 'Acetic acid', 'Ethanoic acid'], 'name': 'Acetate', 'link': 'https://rest.kegg.jp/get/C00033', 'formula': 'C2H4O2', 'id': 'C00033', 'exact_mass': '60.0211'}}, {'c2': {'names': ['CoA', 'Coenzyme A', 'CoA-SH'], 'link': 'https://rest.kegg.jp/get/C00010', 'name': 'CoA', 'formula': 'C21H36N7O16P3S', 'id': 'C00010', 'exact_mass': '767.1152'}}, {'c2': {'names': ['3-Oxoacyl-CoA'], 'name': '3-Oxoacyl-CoA', 'link': 'https://rest.kegg.jp/get/C00264', 'formula': 'C24H37N7O18P3SR', 'id': 'C00264'}}, {'c2': {'names': ['CoA', 'Coenzyme A', 'CoA-SH'], 'link': 'https://rest.kegg.jp/get/C00010', 'name': 'CoA', 'formula': 'C21H36N7O16P3S', 'id': 'C00010', 'exact_mass': '767.1152'}}, {'c2': {'names': ['[Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine', 'S-Acetyldihydrolipoamide-E', 'Enzyme N6-(S-acetyldihydrolipoyl)lysine'], 'link': 'https://rest.kegg.jp/get/C16255', 'name': '[Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysin",1
Phase 2,Variable-Length Paths,Trace the pathway forward from compound C06000,T030,MATCH (c1:Compound {id: 'C06000'})-[:SUBSTRATE_OF]->(r:Reaction)-[:PRODUCES]->(c2:Compound) RETURN c2,"[{'c2': {'names': ['(S)-3-Hydroxyisobutyrate'], 'name': '(S)-3-Hydroxyisobutyrate', 'link': 'https://rest.kegg.jp/get/C06001', 'formula': 'C4H8O3', 'id': 'C06001', 'exact_mass': '104.0473'}}, {'c2': {'names': ['CoA', 'Coenzyme A', 'CoA-SH'], 'link': 'https://rest.kegg.jp/get/C00010', 'name': 'CoA', 'formula': 'C21H36N7O16P3S', 'id': 'C00010', 'exact_mass': '767.1152'}}]",1
Phase 2,Variable-Length Paths,Show metabolic flow from C00033,CUSTOM,"MATCH (c:Compound {id: 'C00033'})-[:SUBSTRATE_OF]->(r:Reaction)-[:PRODUCES]->(c2:Compound)
RETURN c, r, c2;",[],1
Phase 2,Variable-Length Paths,What are the downstream products of C00035?,T030,MATCH (c1:Compound {id: 'C00035'})-[:SUBSTRATE_OF]->(r:Reaction)-[:PRODUCES]->(c2:Compound) RETURN c2,[],1
Phase 2,Variable-Length Paths,Trace metabolic progression from C00037,,,[],1
Phase 2,Intersection & Union Queries,Which reactions are shared between pathways path:ath00061 and path:ath00061?,T040,MATCH (p1:Pathway {id: 'path:ath00061'})-[:CONTAINS]->(r:Reaction)<-[:CONTAINS]-(p2:Pathway {id: 'path:ath00061'}) RETURN r,[],1
Phase 2,Intersection & Union Queries,Find common reactions in glycolysis and TCA cycle,CUSTOM,MATCH (p1:Pathway {title: 'glycolysis'})-[:CONTAINS]->(r:Reaction)<-[:CONTAINS]-(p2:Pathway {title: 'TCA cycle'}) RETURN r,[],1
Phase 2,Intersection & Union Queries,Show overlapping reactions between pathways path:ats00603 and path:ats00603,T040,MATCH (p1:Pathway {id: 'path:ats00603'})-[:CONTAINS]->(r:Reaction)<-[:CONTAINS]-(p2:Pathway {id: 'path:ats00603'}) RETURN r,[],1
Phase 2,Intersection & Union Queries,Get shared reactions between fatty acid biosynthesis and degradation,CUSTOM,"MATCH (p1:Pathway)-[:CONTAINS]->(r:Reaction)<-[:CONTAINS]-(p2:Pathway)
WHERE p1.title = 'fatty acid biosynthesis' AND p2.title = 'fatty acid degradation'
RETURN r",[],1
Phase 2,Intersection & Union Queries,Which reactions appear in both pathway path:ats00280 and path:ats00280?,T040,MATCH (p1:Pathway {id: 'path:ats00280'})-[:CONTAINS]->(r:Reaction)<-[:CONTAINS]-(p2:Pathway {id: 'path:ats00280'}) RETURN r,[],1
Phase 2,Intersection & Union Queries,List common reactions between pentose phosphate and glycolysis,CUSTOM,"MATCH (p1:Pathway {title: 'pentose phosphate'}), (p2:Pathway {title: 'glycolysis'}), (p1)-[:CONTAINS]->(r:Reaction), (p2)-[:CONTAINS]->(r)
RETURN r;",[],1
Phase 2,Intersection & Union Queries,Which genes encode the same enzyme EC:1.3.1.10?,T019,MATCH (g:Gene)-[:ENCODES]->(e:EC {id: 'EC:1.3.1.10'}) RETURN g,"[{'g': {'species': 'gmx', 'name': '(RefSeq) enoyl-[acyl-carrier-protein] reductase [NADH] 2, chloroplastic', 'link': 'https://rest.kegg.jp/get/gmx:100810475', 'position': '8:45450553..45456490', 'id': 'gmx:100810475'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) enoyl-[acyl-carrier-protein] reductase [NADH], chloroplastic', 'link': 'https://rest.kegg.jp/get/gmx:100785606', 'position': '11:complement(7650009..7655070)', 'id': 'gmx:100785606'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) enoyl-[acyl-carrier-protein] reductase [NADH], chloroplastic', 'link': 'https://rest.kegg.jp/get/gmx:100779679', 'position': '18:34174216..34181062', 'id': 'gmx:100779679'}}, {'g': {'species': 'gmx', 'name': '(RefSeq) uncharacterized protein LOC100777266', 'link': 'https://rest.kegg.jp/get/gmx:100777266', 'position': '12:complement(1960483..1965808)', 'id': 'gmx:100777266'}}]",1
