pmid,question_type,question,answer,entities_used,difficulty,topic,category_id,category_name,title,abstract_word_count
1560029,methodological,"In the attempts to create artificial oil bodies, what specific combination and proportion of components were required to achieve high stability?",High stability was achieved only when triacylglycerols were sonicated with both phospholipids and oleosins in proportions that were similar to or greater than those found in native oil bodies.,"Triacylglycerols, Phospholipids, Oleosins, Reconstituted oil bodies",medium,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Surface structure and properties of plant seed oil bodies.,309
8864847,factual,What experimental observation demonstrated the importance of oleosin proteins for maintaining the structural soundness of rice oil bodies?,"The treatment of rice oil bodies with the enzyme trypsin resulted in a loss of their structural integrity, indicating that oleosins are essential for their stability.","oleosins, trypsin, oil bodies",easy,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Characterization of seed oil bodies and their surface oleosin isoforms from rice embryos.,198
8864847,numerical,"What is the measured isoelectric point of rice oil bodies, and what does this imply about their surface properties at a neutral pH?","The isoelectric point of purified rice oil bodies was determined to be pH 6.2, which suggests that their surface carries a negative charge at a neutral pH, contributing to electrostatic repulsion between them.","isoelectric point, oil bodies, pH",medium,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Characterization of seed oil bodies and their surface oleosin isoforms from rice embryos.,198
8981833,factual,What is the proposed mechanism by which the interaction between hydroxypropylcellulose (HPC) and sodium dodecylsulfate (SDS) governs the state of oil droplets in an O/W emulsion?,"A surface complex is formed on the oil droplets due to hydrophobic interactions between HPC and SDS. At low SDS levels, this causes bridging between HPC segments, leading to flocculation. At higher SDS levels, negative charges from bound SDS cause repulsion, leading to swelling of the adsorption layer and redispersion of the droplets.","hydroxypropylcellulose, sodium dodecylsulfate, O/W-type emulsion, surface complex",easy,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,[Effect of formation of surface complex between hydroxypropylcellulose and sodium dodecylsulfate on dispersion/flocculation of O/W-type emulsion of soybean oil].,232
8981833,numerical,"What was the observed trend for the relative viscosity of the soybean oil emulsion as the concentration of sodium dodecylsulfate was increased, and around what concentration was the minimum viscosity noted?","The relative viscosity of the emulsion initially decreased as the SDS concentration rose, reaching a minimum value at approximately 5 mmol/dm3, after which it began to increase with further additions of SDS.","relative viscosity, sodium dodecylsulfate, soybean oil",medium,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,[Effect of formation of surface complex between hydroxypropylcellulose and sodium dodecylsulfate on dispersion/flocculation of O/W-type emulsion of soybean oil].,232
1511134,factual,What molecular probe was used to identify an oleosin cDNA clone within an expression library derived from Brassica napus embryos?,Antibodies developed against the purified 19 kDa oleosin protein from rapeseed were utilized to screen the embryo-derived lambda gt11 expression library.,"antibodies, oleosin, Brassica napus, expression library",easy,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Sequence of an oleosin cDNA from Brassica napus.,108
1511134,numerical,"What were the specific lengths, in base pairs, of the protein-coding region and the 3' non-coding region of the isolated oleosin cDNA clone, BnV?",The isolated BnV cDNA clone featured an open reading frame of 549 base pairs and a subsequent 3' untranslated region spanning 222 base pairs.,"cDNA, open reading frame, untranslated region",medium,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Sequence of an oleosin cDNA from Brassica napus.,108
24249506,factual,"In the microsomal preparations from developing linseed, what is the proposed metabolic fate of oleate when it is channeled to phosphatidylcholine?","Oleate is directed to phosphatidylcholine, where it is presumed to undergo desaturation to form polyunsaturated fatty acids.","oleate, phosphatidylcholine, microsomal preparations",easy,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Oil synthesis in vitro in microsomal membranes from developing cotyledons of Linum usitatissimum L.,131
24249506,numerical,What three main enzymatic reactions involved in oil synthesis were catalyzed by the microsomal membrane preparations from linseed cotyledons?,The microsomal preparations catalyzed: 1) the exchange of acyl groups between acyl-CoA and phosphatidylcholine; 2) the synthesis of phosphatidic acid via acylation of sn-glycerol 3-phosphate; and 3) the conversion of phosphatidic acid into diacylglycerol and triacylglycerol.,"microsomal preparations, phosphatidic acid, diacylglycerol, triacylglycerol",medium,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Oil synthesis in vitro in microsomal membranes from developing cotyledons of Linum usitatissimum L.,131
17132453,factual,"What is the consequence of increased alkyl functionality, specifically from alkane wax, on the dyeing process of cotton fibers?","Cottons with higher levels of alkyl functionality, attributed to alkane wax, exhibit waxes that are more resistant to removal. This residual wax acts as an impediment to dye penetration, which results in a diminished color yield.","alkane wax, cotton fibers, dyeing",easy,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Spectroscopic assessment of Australian cotton waxes.,176
17132453,numerical,Which specific spectroscopic method was developed and then used to screen the cottons from the 2001 seed trial for differences in their wax composition?,A photo-acoustic spectroscopic method was developed to distinguish raw cottons based on their wax differences and was subsequently used to screen samples from the Cotton Seed Distributors 2001 seed trial.,"photo-acoustic spectroscopy, Cotton Seed Distributors 2001 seed trial",medium,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Spectroscopic assessment of Australian cotton waxes.,176
29120761,factual,What effect does the enzymatic removal of branches from high-amylose starch have on its ability to form V-complexes with stearic acid?,"Enzymatically debranching the high-amylose starch significantly improved its capacity to form complexes with stearic acid, as evidenced by increased recovery yields of both components with longer debranching times.","high-amylose starch, stearic acid, enzymatic debranching",easy,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Complex formation between starch and stearic acid: Effect of enzymatic debranching for starch.,147
29120761,numerical,What was the approximate range of change in the recovery yield of stearic acid when the processing time for debranching and complexation was increased from 6 to 24 hours?,"When the processing time for debranching and complexation was extended from 6 to 24 hours, the recovery yield of stearic acid increased from approximately 45.17% to 89.31%.","stearic acid, debranching time, complexation time",medium,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Complex formation between starch and stearic acid: Effect of enzymatic debranching for starch.,147
15504432,factual,"How do the accumulation patterns of tocochromanols and lipids compare during the final stages of barley grain maturation, specifically after the kernel reaches 80% of its ultimate dry weight?","In the later phase of barley grain development, after achieving 80% of the final dry mass, the tocochromanol content stabilizes and does not change, while the lipid content shows a decrease.","Tocochromanols, lipids, barley grain",easy,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Tocopherol and tocotrienol accumulation during development of caryopses from barley (Hordeum vulgare L.).,186
15504432,numerical,What is the proportional distribution of tocopherols between the germ and pericarp sections of the barley grain?,"The majority of tocopherols, approximately 80%, are localized in the germ fraction of the barley grain, with the other 20% being found in the pericarp fraction.","Tocopherols, germ fraction, pericarp fraction",medium,Lipid Storage & Lipid Droplets,5.0,Lipid Storage & Lipid Droplets,Tocopherol and tocotrienol accumulation during development of caryopses from barley (Hordeum vulgare L.).,186
