phase,category,question,check,cypher_executable,generated_cypher,QAChain,QAChain_Answer
Phase 2,3-Hop Queries,Find pathways influenced by gene ath:AT2G06990,,MATCH (g:Gene {id: 'AT2G06990'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN p,MATCH (g:Gene {id: 'ath:AT2G06990'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES|HAS_ENZYME_FUNCTION]->(r:Reaction)-[:PRODUCES]->(c:Compound)<-[:CONTAINS]-(p:Pathway) RETURN DISTINCT p.id LIMIT 10,"
MATCH p=(g:Gene {name: 'ath:AT2G06990'})-[:ENCODES*1..3]->(ec:EC)-[:CATALYZES*1..3]->(r:Reaction)<-[:PRODUCES]-(c:Compound)<-[:SUBSTRATE_OF]-(s:Reaction)<-[:CONTAINS]-(p2:Pathway)
RETURN p2
LIMIT 10;
",I don't know the answer.
Phase 2,3-Hop Queries,Get pathways connected to gene ath:AT5G61540 through enzymes,,MATCH (g:Gene {id: 'AT5G61540'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN p,MATCH p=(g:Gene {id:'ath:AT5G61540'})-[r:BELONGS_TO|ENCODES]->(o:Ortholog)-[rr:CATALYZES|HAS_ENZYME_FUNCTION]->(ec:EC)-[:CATALYZES]->(reaction:Reaction)-[:PRODUCES]->(compound:Compound)-[:CONTAINS]->(pathway:Pathway) RETURN pathway.id LIMIT 10,ERROR - Invalid query generated,Error: list index out of range
Phase 2,3-Hop Queries,Which pathways involve gene gmx:100217331 via EC numbers?,,MATCH (g:Gene {id: 'gmx:100217331'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN p,MATCH (g:Gene {id: '100217331'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES|HAS_ENZYME_FUNCTION]->(ec:EC)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(p:Pathway) WHERE p.id = 'pathway_id' RETURN DISTINCT p LIMIT 10,"
MATCH (g:Gene {id: 'gmx:100217331'})-[:ENCODES*1..3]->(ec:EC)-[:CATALYZES*1..3]->(r:Reaction)
OPTIONAL MATCH (p:Pathway)-[:CONTAINS*1..3]->(r)
RETURN p.title, p.id
LIMIT 10;
",I don't know the answer.
Phase 2,3-Hop Queries,List pathways for gene ats:109745953 through enzymes,,MATCH (g:Gene {id: 'ats:109745953'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN p,MATCH (g:Gene {id: 'ats:109745953'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES|HAS_ENZYME_FUNCTION]->(ec:EC)-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(pr:Reaction)-[:CONTAINS*0..2]-(p:Pathway) RETURN DISTINCT p.id LIMIT 10,"
MATCH (g:Gene {id: ""ats:109745953""})-[:ENCODES*1..3]->(ec:EC)-[:CATALYZES*1..3]->(r:Reaction)
OPTIONAL MATCH (p:Pathway)-[:CONTAINS*1..3]->(r)
RETURN p.title, p.id
LIMIT 10;
",I don't know the answer.
Phase 2,Variable-Length Paths,How is compound EC:1.3.1.21 connected to EC:1.3.1.21?,,MATCH path = (c1:Compound {id: 'EC:1.3.1.21'1})-[:SUBSTRATE_OF|PRODUCES*1..5]-(c2:Compound {id: 'EC:1.3.1.21'2}) RETURN path,"MATCH path = shortestPath(
    (e1 {id: $entity_id1})-[*..5]-(e2 {id: $entity_id2})
)
WHERE e1 <> e2
RETURN [node in nodes(path) | {
    id: node.id,
    name: node.name,
    type: labels(node)[0]
}] AS path_nodes,
[rel in relationships(path) | type(rel)] AS path_relationships,
length(path) AS path_length
ORDER BY path_length","cypher
MATCH p = (:EC {id: '1.3.1.21'})-[:CATALYZES*1..3]->(:Reaction)-[:PRODUCES]->(:Compound)<-[:SUBSTRATE_OF]-(r:Reaction)-[:CATALYZES*1..3]->(ec:EC {id: '1.3.1.21'})
RETURN p
LIMIT 10;
",I don't know the answer.
Phase 2,Variable-Length Paths,Show pathways between path:ath00603 and path:ath00603,,MATCH path = (c1:Compound {id: 'path:ath00603'1})-[:SUBSTRATE_OF|PRODUCES*1..5]-(c2:Compound {id: 'path:ath00603'2}) RETURN path,MATCH p=(path:Pathway)-[:CONTAINS*0..]->(e1:EC|g:Gene|r:Reaction|f:FunctionalUnit) WHERE id(path) = 'path:ath00603' AND id(e1) = 'path:ath00603' RETURN DISTINCT p LIMIT 10,ERROR - Invalid query generated,Error: list index out of range
Phase 2,Variable-Length Paths,Find conversion routes from C00035 to C00037,,MATCH path = (c1:Compound {id: 'C00035'1})-[:SUBSTRATE_OF|PRODUCES*1..5]-(c2:Compound {id: 'C00035'2}) RETURN path,"MATCH p=shortestPath((c1:Compound {id:'C00035'})-[*]-(c2:Compound {id:'C00037'})) 
WHERE ALL(x IN nodes(p) WHERE x:Gene OR x:EC OR x:Reaction)
RETURN p LIMIT 10",ERROR - Invalid query generated,Error: list index out of range
Phase 2,Variable-Length Paths,Get paths connecting C00041 to C00043,,MATCH path = (c1:Compound {id: 'C00041'1})-[:SUBSTRATE_OF|PRODUCES*1..5]-(c2:Compound {id: 'C00041'2}) RETURN path,MATCH p = shortestPath((c1:Compound { id: 'C00041' })-[*]-(c2:Compound { id: 'C00043' })) RETURN p LIMIT 10,"
MATCH p=shortestPath((n1:Compound {id: 'C00041'})-[*1..3]-(n2:Compound {id: 'C00043'}))
RETURN p LIMIT 10
",I don't know the answer.
Phase 2,Variable-Length Paths,Which reactions link C00041 to C00043?,,MATCH path = (c1:Compound {id: 'C00041'1})-[:SUBSTRATE_OF|PRODUCES*1..5]-(c2:Compound {id: 'C00041'2}) RETURN path,"MATCH p=(c1:Compound {id:'C00041'})-[*]->(r:Reaction)-[*]->(c2:Compound {id:'C00043'})
RETURN r.id AS reaction_id
LIMIT 20","
MATCH p = (:Compound {id: 'C00041'})-[*1..3]-(r:Reaction)-[:CATALYZES|PRODUCES]->(:Compound {id: 'C00043'})
RETURN r
LIMIT 10;
",I don't know the answer.
Phase 2,Variable-Length Paths,Show metabolic route from C00058 to C00062,,MATCH path = (c1:Compound {id: 'C00058'1})-[:SUBSTRATE_OF|PRODUCES*1..5]-(c2:Compound {id: 'C00058'2}) RETURN path,"MATCH p=shortestPath((c1:Compound {id:'C00058'})-[*]-(c2:Compound {id:'C00062'}))
RETURN p LIMIT 10",ERROR - Invalid query generated,Error: list index out of range
Phase 2,Variable-Length Paths,What's the shortest connection between gene path:ats01040 and pathway path:ats01040?,,MATCH path = shortestPath((n1 {id: 'path:ats01040'})-[*..5]-(n2 {id: 'path:ats01040'})) RETURN path,MATCH p=shortestPath((g:Gene {id:'path:ats01040'})-[*1..3]-(p:Pathway {id:'path:ats01040'})) RETURN p LIMIT 10,ERROR - Invalid query generated,Error: list index out of range
Phase 2,Variable-Length Paths,Find shortest path from compound EC:1.13.11.33 to enzyme EC:1.13.11.33,,MATCH path = shortestPath((n1 {id: 'EC:1.13.11.33'})-[*..5]-(n2 {id: 'EC:1.13.11.33'})) RETURN path,"MATCH p = shortestPath((c:EC {id:'1.13.11.33'})-[*]-(e:EC {id:'1.13.11.33'})) 
RETURN p LIMIT 10",ERROR - Invalid query generated,Error: list index out of range
Phase 2,Variable-Length Paths,Get shortest connection between ortholog path:gmx00280 and pathway path:gmx00280,,MATCH path = shortestPath((n1 {id: 'path:gmx00280'})-[*..5]-(n2 {id: 'path:gmx00280'})) RETURN path,MATCH p=shortestPath((o:Ortholog {id:'path:gmx00280'})-[*1..3]-(p:Pathway {id:'path:gmx00280'})) RETURN p LIMIT 10,ERROR - Invalid query generated,Error: list index out of range
Phase 2,Variable-Length Paths,What's the closest path from enzyme EC:6.4.1.2 to compound EC:6.4.1.2?,,MATCH path = shortestPath((n1 {id: 'EC:6.4.1.2'})-[*..5]-(n2 {id: 'EC:6.4.1.1'})) RETURN path,MATCH p = shortestPath((ec:EC { id: '6.4.1.2' })-[*]-(c:Compound { id: '6.4.1.2' })) RETURN p LIMIT 10,ERROR - Invalid query generated,Error: list index out of range
Phase 2,Variable-Length Paths,Find minimum hops from gene ath:AT1G01040 to reaction ath:AT1G01040,,MATCH path = shortestPath((n1 {id: 'C00058'})-[*..5]-(n2 {id: 'C00062'})) RETURN path,MATCH p=shortestPath((g:Gene {id:'ath:AT1G01040'})-[*]-(r:Reaction {id:'ath:AT1G01040'})) RETURN p LIMIT 10,ERROR - Invalid query generated,Error: list index out of range
Phase 2,Variable-Length Paths,What is within 2 steps of gene ath:AT1G01050?,1.0,MATCH (n {id: 'ath:AT1G01050'})-[*1..2]-(m) RETURN DISTINCT m,MATCH p = (:Gene { id : 'ath:AT1G01050' })-[*2..2]-(n) RETURN n LIMIT 10,"cypher
MATCH p=shortestPath((g:Gene {name: ""ath:AT1G01050""})-[:MEMBER_OF*1..2]->())
RETURN p LIMIT 10;
",I don't know the answer.
Phase 2,Variable-Length Paths,Show all entities within 2 hops of compound C00052,1.0,MATCH (n {id: 'C00052'})-[*1..2]-(m) RETURN DISTINCT m,"MATCH p=shortestPath((c:Compound { id: 'C00052' })-[*..2]) 
RETURN DISTINCT nodes(p) LIMIT 20",ERROR - Invalid query generated,Error: list index out of range
Phase 2,Variable-Length Paths,Find everything connected within 2 steps of pathway path:gmx00061,1.0,MATCH (n {id: 'path:gmx00061'})-[*1..2]-(m) RETURN DISTINCT m,"MATCH p=(pathway:path:gmx00061)-[r*1..2]-(e) RETURN e, r, p LIMIT 20",ERROR - Invalid query generated,Error: list index out of range
Phase 2,Variable-Length Paths,Get neighbors within 2 hops of enzyme EC:2.3.1.199,1.0,MATCH (n {id: 'EC:2.3.1.199'})-[*1..2]-(m) RETURN DISTINCT m,"MATCH (e {id: $entity_id})-[r]-(neighbor)
RETURN neighbor.id AS neighbor_id,
       neighbor.name AS neighbor_name,
       labels(neighbor)[0] AS neighbor_type,
       type(r) AS relationship,
       CASE
         WHEN startNode(r) = e THEN 'outgoing'
         ELSE 'incoming'
       END AS direction",ERROR - Invalid query generated,Error: list index out of range
Phase 2,Variable-Length Paths,Which entities are 2 steps from reaction R04957?,1.0,MATCH (n {id: 'R04957'})-[*1..2]-(m) RETURN DISTINCT m,"MATCH p=(r:Reaction {id:'R04957'})-[*2..3]-(e) 
RETURN e.id, type(e), labels(e)",ERROR - Invalid query generated,Error: list index out of range
Phase 2,Variable-Length Paths,List all nodes within 2 hops of ortholog K10246,1.0,MATCH (n {id: 'K10246'})-[*1..2]-(m) RETURN DISTINCT m,MATCH p=shortestPath((o:Ortholog {id:'K10246'})-[*..2]) RETURN p LIMIT 20,"
MATCH p=shortestPath((o:Ortholog {id: 'K10246'})-[:MEMBER_OF*1..2]-())
RETURN p
LIMIT 10
","ko:K10205, ko:K10244, ko:K10245, ko:K10247, ko:K10248, ko:K10250 are within 2 hops of ortholog K10246."
Phase 2,Variable-Length Paths,Show the metabolic cascade starting from compound C06157,1.0,MATCH path = (c:Compound {id: 'C06157'})-[:SUBSTRATE_OF]->(r:Reaction)-[:PRODUCES]->()-[:SUBSTRATE_OF*0..3]->() RETURN path,MATCH p=shortestPath((c:Compound {id:'C06157'})-[*]-(r:Reaction))<-[:CATALYZES|MEMBER_OF*0..2]-(:EC)-[:CATALYZES]->(r)<-[:PRODUCES]-(cc:Compound) RETURN p LIMIT 10,"
MATCH p = (:Compound {id: 'C06157'})-[:SUBSTRATE_OF*1..3]-(:Reaction)-[:CATALYZES]->(:EC)-[:CATALYZES*1..2]->(:Reaction)-[:PRODUCES]->(:Compound)
RETURN p
LIMIT 10;
",I don't know the answer.
Phase 2,Variable-Length Paths,What happens downstream from C00024?,1.0,MATCH path = (c:Compound {id: 'C00024'})-[:SUBSTRATE_OF]->(r:Reaction)-[:PRODUCES]->()-[:SUBSTRATE_OF*0..3]->() RETURN path,MATCH p=(c:Compound {id:'C00024'})-[*]-(r:Reaction)-[:PRODUCES]->(p2:Pathway)<-[:CONTAINS]-(:EC|FunctionalUnit|Gene)<-[:CATALYZES|MEMBER_OF*0..5]-(:Reaction)<-[:CONTAINS]-(:Pathway) RETURN p LIMIT 20,ERROR - Invalid query generated,Error: list index out of range
Phase 2,Variable-Length Paths,Trace the pathway forward from compound C06000,1.0,MATCH path = (c:Compound {id: 'C06000'})-[:SUBSTRATE_OF]->(r:Reaction)-[:PRODUCES]->()-[:SUBSTRATE_OF*0..3]->() RETURN path,"MATCH p=(c:Compound {id:'C06000'})-[*]-(r:Reaction)-[:PRODUCES]->(p2:Compound) 
RETURN p LIMIT 20","cypher
MATCH p=(c:Compound {id: 'C06000'})-[:SUBSTRATE_OF*1..3]->(r:Reaction)-[:PRODUCES]->(co:Compound)
RETURN p LIMIT 10;
","The pathway forward from compound C06000 is as follows:

First, (S)-3-Hydroxyisobutyryl-CoA (C06000) reacts with Coenzyme A (C00001) to produce CoA (C00010) and (S)-3-Hydroxyisobutyrate (C06001).

This reaction is catalyzed by the enzyme (S)-3-hydroxyisobutyryl-CoA hydrolase (R05064)."
Phase 2,Variable-Length Paths,Show metabolic flow from C00033,1.0,MATCH path = (c:Compound {id: 'C00033'})-[:SUBSTRATE_OF]->(r:Reaction)-[:PRODUCES]->()-[:SUBSTRATE_OF*0..3]->() RETURN path,"MATCH p=shortestPath((c:Compound {id: 'C00033'})-[*]-(r:Reaction))<-[:CATALYZES|MEMBER_OF*0..5]-(:EC {id: '2.7.7.14'}), (p)<-[:CONTAINS*0..5]-(f:FunctionalUnit)-[:MEMBER_OF*0..5]->(g:Gene)-[:ENCODES]->(e:EC) RETURN p LIMIT 10","
MATCH p = (:Compound {id: 'C00033'})-[:SUBSTRATE_OF*1..3]->()-[:CATALYZES|PRODUCES]->(:Reaction)<-[:CONTAINS]-(p2:Pathway)
RETURN p, p2
LIMIT 10;
",I don't know the answer.
Phase 2,Variable-Length Paths,What are the downstream products of C00035?,1.0,MATCH path = (c:Compound {id: 'C00035'})-[:SUBSTRATE_OF]->(r:Reaction)-[:PRODUCES]->()-[:SUBSTRATE_OF*0..3]->() RETURN path,MATCH (c:Compound {id: 'C00035'})-[:SUBSTRATE_OF*0..1]->(r:Reaction)-[:PRODUCES]->(p:Compound) RETURN p.id LIMIT 20,"cypher
MATCH (c:Compound {id: ""C00035""})-[:PRODUCES*1..3]->(r:Reaction)
OPTIONAL MATCH (r)-[:SUBSTRATE_OF]->(s:Compound)
RETURN s.name, s.formula
LIMIT 10;
",I don't know the answer.
Phase 2,Variable-Length Paths,Trace metabolic progression from C00037,1.0,MATCH path = (c:Compound {id: 'C00037'})-[:SUBSTRATE_OF]->(r:Reaction)-[:PRODUCES]->()-[:SUBSTRATE_OF*0..3]->() RETURN path,"MATCH p=(c:Compound {id: 'C00037'})-[*]-(r:Reaction)-[:PRODUCES]->(p2:Compound) 
WHERE r.id = 'cpd:C00031' OR c.id = 'cpd:C00031'
RETURN DISTINCT p LIMIT 20","
MATCH p = (:Compound {id: ""C00037""})-[:SUBSTRATE_OF*1..3]->()-[:CATALYZES|PRODUCES]->(:Reaction)<-[:CONTAINS]-(p2:Pathway)
RETURN p, p2
LIMIT 10;
",I don't know the answer.
Phase 2,Intersection & Union Queries,Which reactions are shared between pathways path:ath00061 and path:ath00061?,,MATCH (p1:Pathway {id: 'path:ath00061'1})-[:CONTAINS]->(r:Reaction)<-[:CONTAINS]-(p2:Pathway {id: 'path:ath00061'2}) RETURN r,"MATCH p=(path1:Pathway {id:'path:ath00061'})-[:CONTAINS*]->(r:Reaction), 
      (path2:Pathway {id:'path:ath00061'})-[:CONTAINS*]->(r)
WHERE id(r) IN (
  MATCH (c:Compound)-[:PARTICIPATES_IN]->(r:Reaction)
  RETURN r.id
)
RETURN DISTINCT r.id AS reaction_id LIMIT 10","
MATCH (p1:Pathway {id: ""path:ath00061""})-[:CONTAINS*1..3]->(r1:Reaction),
      (p2:Pathway {id: ""path:ath00061""})-[:CONTAINS*1..3]->(r2:Reaction)
WHERE r1 <> r2
RETURN DISTINCT r1, r2
LIMIT 10;
",I don't know the answer.
Phase 2,Intersection & Union Queries,Find common reactions in glycolysis and TCA cycle,,MATCH (p1:Pathway {id: 'path:ath00010'1})-[:CONTAINS]->(r:Reaction)<-[:CONTAINS]-(p2:Pathway {id: 'path:ath00010'2}) RETURN r,"MATCH p=(p1:Pathway {id:'glycolysis'})-[:CONTAINS*]->(r:Reaction), 
      (p2:Pathway {id:'TCA cycle'})-[:CONTAINS*]->(r)
WHERE r.id IN (
  MATCH (c:Compound)-[:PARTICIPATES_IN]->(r:Reaction) 
  RETURN DISTINCT r.id
)
RETURN DISTINCT r.id LIMIT 10","
MATCH (g1:Gene {name: ""PFK-1""})-[:MEMBER_OF*1..3]->(fu1:FunctionalUnit),
      (g2:Gene {name: ""ACO-1""})-[:MEMBER_OF*1..3]->(fu2:FunctionalUnit),
      (p1:Pathway {title: ""Glycolysis""}), 
      (p2:Pathway {title: ""TCA cycle""}),
      (r1:Reaction)-[:PRODUCES]->(c1:Compound),
      (r2:Reaction)-[:PRODUCES]->(c2:Compound)
WHERE p1 CONTAINS fu1 AND p2 CONTAINS fu2
WITH r1, r2
MATCH (fu1)<-[:MEMBER_OF]-(g1)-[:ENCODES]->(ec1:EC),
      (fu2)<-[:MEMBER_OF]-(g2)-[:ENCODES]->(ec2:EC),
      (r1)-[:CATALYZES*1..3]->(ec1),
      (r2)-[:CATALYZES*1..3]->(ec2)
WHERE ec1 = ec2
RETURN DISTINCT r1, r2
LIMIT 10;
",I don't know the answer.
Phase 2,Intersection & Union Queries,Show overlapping reactions between pathways path:ats00603 and path:ats00603,,MATCH (p1:Pathway {id: 'path:ats00603'1})-[:CONTAINS]->(r:Reaction)<-[:CONTAINS]-(p2:Pathway {id: 'path:ats00603'2}) RETURN r,"MATCH p=(path1:Pathway {id:'path:ats00603'})-[:CONTAINS*]->(ec1:EC)-[r:CATALYZES|MEMBER_OF*1..3]-(reaction:Reaction)<-[:CONTAINS]-(path2:Pathway {id:'path:ats00603'})
RETURN DISTINCT reaction.id AS reaction_id, COUNT(DISTINCT ec1.id) AS ec_count
LIMIT 10",ERROR - Invalid query generated,Error: list index out of range
Phase 2,Intersection & Union Queries,Get shared reactions between fatty acid biosynthesis and degradation,,MATCH (p1:Pathway {id: 'path:ath00061'1})-[:CONTAINS]->(r:Reaction)<-[:CONTAINS]-(p2:Pathway {id: 'path:ath00061'2}) RETURN r,"MATCH path = shortestPath(
    (e1 {id: $entity_id1})-[*..5]-(e2 {id: $entity_id2})
)
WHERE e1 <> e2
RETURN [node in nodes(path) | {
    id: node.id,
    name: node.name,
    type: labels(node)[0]
}] AS path_nodes,
[rel in relationships(path) | type(rel)] AS path_relationships,
length(path) AS path_length
ORDER BY path_length",ERROR - Invalid query generated,Error: list index out of range
Phase 2,Intersection & Union Queries,Which reactions appear in both pathway path:ats00280 and path:ats00280?,,MATCH (p1:Pathway {id: 'path:ats00280'1})-[:CONTAINS]->(r:Reaction)<-[:CONTAINS]-(p2:Pathway {id: 'path:ats00280'2}) RETURN r,"MATCH p=(path:Pathway {id:'path:ats00280'})-[*]-(r:Reaction), 
      q=(path2:Pathway {id:'path:ats00280'})-[*]-(rq:Reaction)
WHERE r.id = rq.id
RETURN DISTINCT r.id AS reaction_id","
MATCH (p1:Pathway {id: ""path:ats00280""})-[:CONTAINS*1..3]->(r1:Reaction),
      (p2:Pathway {id: ""path:ats00280""})-[:CONTAINS*1..3]->(r2:Reaction)
WHERE r1 <> r2
RETURN DISTINCT r1, r2;
",I don't know the answer.
Phase 2,Intersection & Union Queries,List common reactions between pentose phosphate and glycolysis,,MATCH (p1:Pathway {id: 'path:ath00010'1})-[:CONTAINS]->(r:Reaction)<-[:CONTAINS]-(p2:Pathway {id: 'path:ath00010'2}) RETURN r,"MATCH p=(ppp:Pathway {id:'pentose phosphate'})-[:CONTAINS*]->(ec1:EC)-[:CATALYZES|HAS_ENZYME_FUNCTION]->(r:Reaction),
      (glyc:Pathway {id:'glycolysis'})-[:CONTAINS*]->(ec2:EC)-[:CATALYZES|HAS_ENZYME_FUNCTION]->(r)
WHERE ec1.id = '2.7.7.14' AND ec2.id = '2.7.7.14'
RETURN DISTINCT r.id AS reaction_id","
MATCH (p1:Pathway {title: ""Pentose Phosphate Pathway""})-[:CONTAINS*1..3]->(r1:Reaction),
      (p2:Pathway {title: ""Glycolysis""})-[:CONTAINS*1..3]->(r2:Reaction)
WHERE r1 <> r2
RETURN DISTINCT r1, r2;
",I don't know the answer.
Phase 2,Intersection & Union Queries,Which genes encode the same enzyme EC:1.3.1.10?,,"MATCH (g1:Gene)-[:ENCODES]->(e:EC {id: 'EC:1.3.1.10'})<-[:ENCODES]-(g2:Gene) WHERE g1 <> g2 RETURN g1, g2",MATCH (g:Gene)-[:ENCODES]->(e:EC) WHERE e.id = '1.3.1.10' RETURN g.id LIMIT 20,"
MATCH (g:Gene)-[:ENCODES*1..3]->(ec:EC {id: '1.3.1.10'})-[:CATALYZES*1..3]->(r:Reaction)
RETURN g.position, g.name, ec.id
LIMIT 10;
","(RefSeq) uncharacterized protein LOC100777266, (RefSeq) uncharacterized protein LOC100777266, (RefSeq) uncharacterized protein LOC100777266, (RefSeq) uncharacterized protein LOC100777266, (RefSeq) uncharacterized protein LOC100777266, (RefSeq) uncharacterized protein LOC100777266, (RefSeq) uncharacterized protein LOC100777266, (RefSeq) uncharacterized protein LOC100777266, (RefSeq) enoyl-[acyl-carrier-protein] reductase [NADH], chloroplastic, (RefSeq) enoyl-[acyl-carrier-protein] reductase [NADH], chloroplastic encode the same enzyme EC:1.3.1.10."
Phase 2,Intersection & Union Queries,Find genes with redundant encoding for ats:109733199,,"MATCH (g1:Gene)-[:ENCODES]->(e:EC {id: 'ats:109733199'})<-[:ENCODES]-(g2:Gene) WHERE g1 <> g2 RETURN g1, g2",MATCH (g:Gene)-[:ENCODES]->(e:EC) WHERE e.id = 'ats:109733199' AND g.species = 'ats' RETURN DISTINCT g.id LIMIT 10,"cypher
MATCH (g:Gene {id: 'ats:109733199'})-[:ENCODES*1..3]->(ec:EC)-[:CATALYZES]->(r:Reaction)
OPTIONAL MATCH (g2:Gene {id: 'ats:109733199'})-[:ENCODES*1..3]->(ec2:EC)-[:CATALYZES]->(r2:Reaction)
WHERE ec.id <> ec2.id AND r.id = r2.id
RETURN g, COUNT(DISTINCT ec) AS redundant_ecs
ORDER BY redundant_ecs DESC
LIMIT 10;
",I don't know the answer.
Phase 2,Intersection & Union Queries,Show genes that both produce enzyme ats:109761713,,"MATCH (g1:Gene)-[:ENCODES]->(e:EC {id: 'ats:109761713'})<-[:ENCODES]-(g2:Gene) WHERE g1 <> g2 RETURN g1, g2",MATCH (g:Gene)-[:ENCODES]->(e:EC {id: 'ats:109761713'}) RETURN g.id AS gene_id,"
MATCH (g:Gene)-[:ENCODES*1..3]->(ec:EC {id: ""ats:109761713""})-[:CATALYZES*1..3]->(r:Reaction)
RETURN g
LIMIT 10;
",I don't know the answer.
Phase 2,Intersection & Union Queries,Get genes with overlapping function for ath:AT1G54220,,"MATCH (g1:Gene)-[:ENCODES]->(e:EC {id: 'AT1G54220'})<-[:ENCODES]-(g2:Gene) WHERE g1 <> g2 RETURN g1, g2","MATCH (g:Gene {id:'ath:AT1G54220'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES]->(r:Reaction)<-[:PRODUCES]-(c:Compound)
OPTIONAL MATCH (o)-[:HAS_ENZYME_FUNCTION]->(ec:EC)
WITH g, collect(DISTINCT ec) as overlapping_ecs
MATCH (g2:Gene {id:'ath:AT1G54220'})-[:BELONGS_TO]->(o2:Ortholog)-[:CATALYZES]->(r2:Reaction)<-[:PRODUCES]-(c2:Compound)
WHERE o <> o2 AND r <> r2
WITH g, overlapping_ecs, collect(DISTINCT c) as common_compounds
RETURN g.id AS gene_id, COUNT(common_compounds) AS overlap_count, overlapping_ecs",ERROR - Invalid query generated,Error: list index out of range
Phase 2,Intersection & Union Queries,Which genes share enzyme EC:4.2.1.59?,,"MATCH (g1:Gene)-[:ENCODES]->(e:EC {id: 'EC:4.2.1.59'})<-[:ENCODES]-(g2:Gene) WHERE g1 <> g2 RETURN g1, g2",MATCH (g:Gene)-[:ENCODES]->(e:EC) WHERE e.id = '4.2.1.59' RETURN g.id LIMIT 10,"
MATCH (g:Gene)-[:ENCODES*1..3]->(ec:EC)<-[:CATALYZES]-(r:Reaction)
WHERE ec.id = '4.2.1.59'
RETURN g.name, g.position
LIMIT 10;
",I don't know the answer.
Phase 2,Intersection & Union Queries,List genes encoding the same ath:AT2G06990,,"MATCH (g1:Gene)-[:ENCODES]->(e:EC {id: 'AT2G06990'})<-[:ENCODES]-(g2:Gene) WHERE g1 <> g2 RETURN g1, g2","MATCH (g:Gene {id: 'ath:AT2G06990'})-[:ENCODES]->(e:EC) 
RETURN g.id AS gene_id, e.id AS ec_id LIMIT 10","
MATCH (g1:Gene {id: ""ath:AT2G06990""})-[:ENCODES*1..3]->(ec:EC)
OPTIONAL MATCH (o:Ortholog)-[:BELONGS_TO]->(g1)<-[:MEMBER_OF]-(fu:FunctionalUnit)
RETURN g1, ec
LIMIT 10;
",I don't know the answer.
Phase 2,Intersection & Union Queries,Which compounds are used in multiple pathways?,,"MATCH (p:Pathway)-[:CONTAINS]->(:Reaction)-[:PRODUCES|SUBSTRATE_OF]-(c:Compound) WITH c, count(DISTINCT p) as pathwayCount WHERE pathwayCount > 1 RETURN c, pathwayCount","MATCH (c:Compound)-[:PRODUCES]->(r:Reaction)<-[:CONTAINS]-(p:Pathway)
WITH c, COUNT(DISTINCT p) AS pathway_count
WHERE pathway_count > 1
RETURN DISTINCT c.id AS compound_id, COUNT(DISTINCT r) AS reaction_count, COUNT(DISTINCT p) AS pathway_count
LIMIT 20",ERROR - Invalid query generated,Error: list index out of range
Phase 2,Intersection & Union Queries,Find metabolites shared across pathways,,"MATCH (p:Pathway)-[:CONTAINS]->(:Reaction)-[:PRODUCES|SUBSTRATE_OF]-(c:Compound) WITH c, count(DISTINCT p) as pathwayCount WHERE pathwayCount > 1 RETURN c, pathwayCount","MATCH (p1:Pathway)-[:CONTAINS]->(ec1:EC),
      (p2:Pathway)-[:CONTAINS]->(ec2:EC),
      (c:Compound)-[:SUBSTRATE_OF|PRODUCES]->(r:Reaction)
WHERE ec1.id = 'EC:1.1.1.1' AND ec2.id = 'EC:3.4.21.26'
RETURN DISTINCT c.id AS compound_id",ERROR - Invalid query generated,Error: list index out of range
Phase 2,Intersection & Union Queries,Show compounds with broad pathway involvement,,"MATCH (p:Pathway)-[:CONTAINS]->(:Reaction)-[:PRODUCES|SUBSTRATE_OF]-(c:Compound) WITH c, count(DISTINCT p) as pathwayCount WHERE pathwayCount > 1 RETURN c, pathwayCount",MATCH (c:Compound)-[:PRODUCES]->(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN c.id AS compound_id LIMIT 10,"
MATCH (p:Pathway)-[:CONTAINS*1..3]-(r:Reaction)<-[:PRODUCES]-(c:Compound)
RETURN c.name, COUNT(DISTINCT p) AS pathway_count
ORDER BY pathway_count DESC
LIMIT 10;
",I don't know the answer.
